# Program:featureCounts v2.0.4; Command:"featureCounts" "-s" "2" "-T" "2" "-p" "-a" "Saccharomyces_cerevisiae.R64-1-1.108.gtf" "-o" "allSamples.featureCounts.txt" "SRR24466374.bam" "SRR24466375.bam" "SRR24466376.bam" "SRR24466389.bam" "SRR24466391.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR24466374.bam	SRR24466375.bam	SRR24466376.bam	SRR24466389.bam	SRR24466391.bam
snR64	XI	38811	38911	+	101	44	57	40	98	133
YKR032W	XI	506517	506831	+	315	0	9	4	4	10
YKL132C	XI	193574	194866	-	1293	400	395	315	855	483
YKL223W	XI	2389	2721	+	333	0	0	0	0	0
YKL078W	XI	288845	291052	+	2208	102	90	130	214	213
YKL001C	XI	438777	439385	-	609	48878	13051	14663	88170	18169
YKR040C	XI	518063	518566	-	504	26	44	47	33	18
YKL046C	XI	351275	352624	-	1350	3476	3695	3377	6223	2931
YKR017C	XI	471694	473349	-	1656	606	754	569	2409	1372
YKL058W	XI	330166	330534	+	369	16871	13790	18441	18063	13699
YKL208W	XI	47157	47972	+	816	302	406	365	1058	558
YKR005C	XI;XI	448521;450021	449951;450167	-;-	1578	236	277	204	469	187
YKR034W	XI	506898	507707	+	810	22	17	5	62	11
YKL060C	XI	326408	327487	-	1080	219407	333885	251588	1046975	362899
YKL030W	XI	382498	383103	+	606	6	5	2	6	10
YKL162C-A	XI	145922	146074	-	153	91	70	91	102	48
YKR091W	XI	611525	612265	+	741	406	442	393	2192	879
YKL096C-B	XI	259073	259222	-	150	48	37	40	30	35
YKL171W	XI	127475	130261	+	2787	941	1280	828	3000	1602
YKL025C	XI	390240	392279	-	2040	1012	1329	969	3836	2046
YKL023W	XI	393721	394554	+	834	927	1424	1223	2681	1548
tR(UCU)K	XI	162487	162558	-	72	80	46	58	27	33
YKL215C	XI	26827	30687	-	3861	686	1277	828	2424	1148
YKL136W	XI	186416	186814	+	399	700	414	590	351	521
YKL033W	XI	375456	378572	+	3117	476	809	603	1418	884
YKR023W	XI	483419	485011	+	1593	775	977	721	1988	998
YKR067W	XI	567918	570149	+	2232	3631	3654	2334	6887	3647
YKL098W	XI	256770	257843	+	1074	782	1111	905	2533	1675
YKL114C	XI	223352	224455	-	1104	1638	1511	1791	4379	2311
YKL145W	XI	174213	175616	+	1404	3706	5232	3579	13003	5755
YKL057C	XI	330856	333969	-	3114	2194	2398	2179	5155	2631
YKL106C-A	XI	237147	237266	-	120	6	2	5	16	8
YKL128C	XI	200884	201771	-	888	2612	3261	3531	7060	3676
YKL008C	XI	427295	428551	-	1257	6892	8945	5875	11280	5338
YKL029C	XI	382716	384725	-	2010	2221	2576	3478	9751	5345
YKR047W	XI	525257	525562	+	306	75	126	101	166	105
YKL066W	XI	315281	315724	+	444	1008	830	757	1805	1104
YKL119C	XI	218570	219217	-	648	12339	6169	10812	13263	6599
YEL041W	V	75944	77431	+	1488	1876	3120	2104	3156	1616
YER011W	V	175248	176012	+	765	8	2	12	43	27
YER158W-A	V	491487	491702	+	216	29	25	9	77	41
snR53	V	61699	61789	+	91	105	55	57	55	48
YER056C-A	V;V	269423;270149	269751;270185	-;-	366	14038	16189	17231	33590	20087
YEL067C	V	26189	26776	-	588	68	80	74	173	79
YEL054C	V	52721	53218	-	498	8903	9723	12102	29989	18490
YEL047C	V	65385	66797	-	1413	2439	3601	3290	9499	4916
YER146W	V	462585	462866	+	282	3193	2379	3400	6939	3437
YER159C	V	491530	491958	-	429	6285	6069	5722	13371	5317
YER084W	V	327065	327451	+	387	32	42	42	184	109
YER183C	V	553334	553969	-	636	822	1071	982	2285	1106
YEL009C-A	V	136371	136778	-	408	24	29	17	36	12
YEL059C-A	V	42400	42624	-	225	208	282	273	474	181
YER172C	V	529530	536021	-	6492	1450	2004	1358	3298	1832
YER092W	V	342855	343232	+	378	1315	1328	1310	3186	1562
YEL008C-A	V	140726	140818	-	93	31	23	24	105	62
YEL032W	V	86937	89852	+	2916	1131	1411	957	3234	1413
YEL010W	V	136279	136629	+	351	2	3	6	0	2
YEL040W	V	78053	79456	+	1404	5349	7108	7055	13984	7569
YEL059W	V	42652	42960	+	309	26	50	36	40	9
YER105C	V	367838	372013	-	4176	1981	2283	2017	5317	2727
YEL053C	V	53901	56102	-	2202	668	1145	929	1800	1324
YEL046C	V	67629	68792	-	1164	3158	4011	5775	9860	6290
YER137C	V	441373	441819	-	447	115	159	162	324	235
YER013W	V	178841	182278	+	3438	643	1081	746	2006	974
YER147C-A	V	465203	465613	-	411	4	14	0	10	18
YEL036C	V	83050	84552	-	1503	3721	4267	3548	7469	3927
YER094C	V	348729	349346	-	618	6179	7412	6368	13406	7212
YER038C	V	226858	228252	-	1395	228	331	334	598	443
YEL034W	V	85676	86149	+	474	11424	12128	10780	59260	28015
YER144C	V	457806	460223	-	2418	685	853	700	2172	1152
YER069W	V	295410	298001	+	2592	11505	12401	15333	34148	21462
YEL066W	V	26667	27206	+	540	412	533	472	1756	1024
YER161C	V	499347	500348	-	1002	1023	1383	932	3353	1571
YER131W	V	423952	424311	+	360	14647	17247	20619	44157	32990
YER027C	V	208979	210232	-	1254	1264	1600	1177	5308	2738
tH(GUG)E2	V	434541	434612	-	72	82	77	105	85	96
YER088C-A	V	335696	336019	-	324	64	98	55	305	116
YER002W	V	156803	157498	+	696	1313	1621	1426	3263	1873
YEL062W	V	34407	36254	+	1848	890	1002	768	2205	1223
YEL074W	V	6126	6464	+	339	12	15	10	50	23
YER142C	V	455146	456036	-	891	272	475	139	1450	482
YER035W	V	222639	223076	+	438	2885	2966	1911	14179	4329
YER145C	V	460526	461740	-	1215	7823	5968	5785	8735	5037
YER176W	V	541690	545055	+	3366	2087	4401	4304	4945	3217
YER071C	V	301947	302327	-	381	4765	3927	3819	5453	3136
YER150W	V	468370	468816	+	447	3589	13282	2119	40578	4005
YER177W	V	545611	546414	+	804	16985	24636	17637	75381	31982
YER123W	V	404813	406387	+	1575	1136	1556	1266	2885	1886
YEL018W	V	121471	122310	+	840	704	901	674	1915	1202
YER116C	V	395348	396172	-	825	391	578	376	1088	663
YER043C	V	235770	237119	-	1350	6759	7164	6958	33519	14593
YEL004W	V	146951	147979	+	1029	848	1512	1104	1520	925
YER141W	V	453459	454919	+	1461	1716	2730	1656	8231	3923
YER170W	V	525974	526651	+	678	664	578	561	1483	805
YER047C	V	243810	246503	-	2694	928	1107	874	2259	1203
YER132C	V	425188	430449	-	5262	911	1467	1135	1764	915
YEL068C	V	25646	25978	-	333	275	322	270	894	370
YER080W	V	319963	321846	+	1884	1894	2753	1797	8344	4040
YER052C	V	256375	257958	-	1584	9655	11874	13353	31335	16492
YER070W	V	298950	301616	+	2667	3282	3069	2912	7282	4188
YEL007W	V	141892	143892	+	2001	3152	2758	2222	5946	3590
tE(UUC)E2	V	354934	355005	+	72	4	23	7	5	4
YER068C-A	V	295301	295732	-	432	0	0	1	3	0
YER115C	V	394292	394867	-	576	1450	1509	1914	2437	1710
tS(AGA)E	V	86604	86685	+	82	0	0	0	0	2
YER076C	V	312590	313498	-	909	511	653	653	1193	618
YEL021W	V	116167	116970	+	804	0	0	0	0	0
YEL026W	V	101943	102323	+	381	2793	2638	3478	5639	4093
YER040W	V	229795	231987	+	2193	1356	1525	1849	3112	1618
YEL016C	V	124737	126218	-	1482	1922	2221	1877	3019	1704
YER012W	V	177835	178431	+	597	3969	6821	3730	15958	7910
YER190W	V	571480	576525	+	5046	15	15	6	53	28
YER185W	V	559454	560365	+	912	138	101	123	321	135
YER189W	V	571155	571523	+	369	7	17	12	26	14
YEL060C	V	40046	41953	-	1908	3883	4778	2641	15863	5109
YEL052W	V	56571	58100	+	1530	1355	2132	1779	6321	2871
YER149C	V	466208	467470	-	1263	456	755	551	1661	720
YER111C	V	382595	385876	-	3282	1662	1002	900	2904	1234
YER081W	V	322686	324095	+	1410	6791	6392	5566	27552	12021
YER010C	V	172634	173338	-	705	899	1355	935	3202	1408
YER018C	V	191959	192624	-	666	769	793	1013	2410	1355
YEL076C	V	4464	5114	-	651	8	28	18	5	8
YEL018C-A	V	121455	121988	-	534	10	18	5	5	8
YER072W	V	302806	303195	+	390	3478	3596	3347	9203	4758
YER093C	V	343320	347612	-	4293	666	1181	723	1981	1150
YER178W	V	546817	548079	+	1263	6566	8048	5792	24962	12088
YER030W	V	213437	213898	+	462	37098	24990	31082	37191	22334
YER128W	V	415859	416470	+	612	291	455	435	830	503
YER003C	V;V	157736;159088	158994;159118	-;-	1290	2878	3717	3149	12019	5861
YER163C	V	503084	503782	-	699	1652	1732	1531	4203	2076
YEL005C	V	145907	146755	-	849	567	778	579	1698	884
YER173W	V	536300	538279	+	1980	660	786	732	1203	697
YEL065W	V	27657	29543	+	1887	4355	2704	2577	4122	3328
YEL055C	V	48471	51539	-	3069	927	1101	1094	2116	1405
YER029C	V	212587	213177	-	591	731	982	815	3376	1834
YER089C	V	335946	337340	-	1395	1107	1912	1575	4653	2692
YER179W	V;V	548421;548645	548552;549517	+;+	1005	50	84	64	220	72
YEL011W	V	133120	135234	+	2115	2590	3417	1261	20556	12876
YER166W	V	512744	517459	+	4716	4050	4700	3658	7842	4049
YER061C	V	278298	279626	-	1329	434	750	550	1977	1150
YER082C	V	324272	325936	-	1665	383	524	472	1252	947
YER118C	V	397952	399055	-	1104	1977	1722	1776	3057	1974
YER152C	V	472657	473988	-	1332	827	1013	890	2544	1140
YER107C	V	373448	374545	-	1098	1264	1381	1301	3883	2095
YER020W	V	195168	196517	+	1350	1965	2616	1747	9322	4212
YER125W	V	410189	412618	+	2430	3332	4131	3182	7661	4430
YER122C	V	402871	404352	-	1482	3378	3976	3680	9858	5826
YER038W-A	V	228451	228831	+	381	8	10	18	80	40
YER057C	V	270737	271126	-	390	3328	4266	3309	11433	4839
YEL033W	V	86179	86598	+	420	2333	2176	1560	5551	3893
YER006W	V	162723	164285	+	1563	1072	901	1260	2644	1804
YER007W	V	164527	166083	+	1557	274	347	294	667	472
YER078W-A	V	318646	318810	+	165	16	18	9	35	49
tA(UGC)E	V	312023	312095	-	73	3	1	0	2	3
YEL002C	V	148722	150014	-	1293	8458	9958	7498	16460	8565
YEL064C	V	29797	31239	-	1443	713	961	915	1920	1213
YER103W	V	364589	366517	+	1929	28417	52559	15546	250198	15695
YER007C-A	V;V	166237;166875	166771;166885	-;-	546	1795	2221	2017	4892	3063
snR80	V	52150	52320	-	171	235	108	331	302	410
YER093C-A	V;V	347912;348277	348201;348400	-;-	414	270	801	493	1116	719
YER120W	V	401135	401869	+	735	3447	4490	3804	12678	6985
YER033C	V	218057	221287	-	3231	728	999	525	2239	981
YER054C	V	262052	263698	-	1647	343	222	123	1146	461
tV(AAC)E2	V	469457	469530	+	74	33	5	7	4	21
YER164W	V	505392	509798	+	4407	1525	2055	1513	4434	2218
YER139C	V	450563	451243	-	681	538	707	544	1684	759
snR52	V	431129	431220	-	92	9	18	22	11	15
YEL042W	V	73771	75327	+	1557	3424	3064	3238	6173	3706
YER190C-A	V	574804	575379	-	576	0	0	0	0	0
tS(UGA)E	V	288443	288524	-	82	11	4	5	23	6
YER008C	V	167808	171818	-	4011	2389	3610	2326	4364	2668
YER114C	V	390590	393712	-	3123	1430	1614	1404	3796	1912
YER034W	V	221846	222403	+	558	219	375	229	1014	462
YEL008W	V	140512	140892	+	381	13	22	22	40	23
YER014W	V	182600	184219	+	1620	857	1050	696	2723	1169
YER143W	V	456319	457605	+	1287	536	1015	569	3314	1361
YER053C-A	V	260933	261046	-	114	5130	2332	2483	5946	3330
YER028C	V	210692	211876	-	1185	741	1099	705	3875	2285
YER048C	V	246982	248157	-	1176	3262	3345	2738	9414	4531
YER044C	V	237570	238016	-	447	5568	5001	4313	10797	3972
YEL039C	V	79636	79977	-	342	4487	720	668	10895	5099
YER053C	V	258737	259639	-	903	4494	5617	3067	19373	9179
tQ(UUG)E1	V	250286	250357	+	72	29	30	25	9	30
YEL034C-A	V	85613	86215	-	603	14	36	8	126	67
YER155C	V	476345	482848	-	6504	6157	7000	4939	12095	5787
snR4	V	424698	424883	+	186	1259	1639	2267	3264	2561
YER050C	V	253971	254387	-	417	7137	4525	5428	14297	6033
YER031C	V	214076	214747	-	672	1945	2570	1998	7445	3993
YER037W	V	225889	226854	+	966	28015	17777	13926	39825	12944
YEL049W	V	63728	64090	+	363	1	9	8	32	5
tQ(UUG)E2	V	131082	131153	-	72	2	3	4	9	9
YEL006W	V	144327	145334	+	1008	1712	2070	1878	4606	2687
YER100W	V	359562	360314	+	753	2158	2414	2023	7599	3203
YER181C	V	551473	551796	-	324	26	20	22	60	53
YER015W	V	184541	186775	+	2235	316	395	204	1243	579
YER129W	V	417281	420709	+	3429	2306	3072	2375	4597	2497
YER172C-A	V	536275	536655	-	381	2	0	0	1	0
tR(UCU)E	V	138666	138737	+	72	15	11	9	5	11
YEL072W	V	13720	14415	+	696	1072	724	503	2241	1053
YEL075C	V	5345	5713	-	369	9	16	3	28	15
YER048W-A	V	250718	251002	+	285	10267	5687	8366	13300	6295
YER051W	V	254656	256134	+	1479	646	944	803	2020	983
YER171W	V	527082	529418	+	2337	1168	1300	1089	2869	1499
YER078C	V	316807	318342	-	1536	1155	1458	1060	4117	2207
YER169W	V	523369	525759	+	2391	698	1113	599	2302	1099
YEL003W	V;V	148176;148283	148194;148599	+;+	336	45011	37506	48013	22499	27734
YEL077W-A	V	630	1112	+	483	5	2	5	8	10
YEL017C-A	V	122798	122929	-	132	8928	14132	10557	12595	9836
YER133W	V;V	432495;433197	432671;433958	+;+	939	44244	25924	35166	51878	25849
YER152W-A	V	473485	474051	+	567	2	0	2	0	0
YER060W	V	274567	276153	+	1587	68	68	80	176	65
YER186C	V	561705	562625	-	921	1547	1816	1819	3117	1857
YER188W	V	568040	568759	+	720	187	607	227	506	268
YEL045C	V	68840	69265	-	426	29	31	26	19	36
YER022W	V	198812	200875	+	2064	1751	1430	1379	4399	2191
YER148W-A	V	466185	466763	+	579	22	31	34	45	27
YER157W	V	484788	487193	+	2406	1815	1866	1693	4515	2062
YER014C-A	V;V	183731;184678	184169;184700	-;-	462	1	0	0	0	2
YEL076C-A	V;V	4185;4602	4322;5114	-;-	651	3	2	5	27	6
YEL038W	V	80462	81145	+	684	783	986	803	2828	1498
YER066W	V	290242	290799	+	558	257	348	215	769	477
YER098W	V	355466	357730	+	2265	677	1110	572	1984	1160
YEL035C	V	85045	85545	-	501	6	5	1	28	17
RPR1	V	117667	118035	-	369	604	632	728	1804	1101
YER063W	V	281710	282366	+	657	2733	3348	2156	7799	3662
YER127W	V	414481	415554	+	1074	389	461	484	741	598
YER154W	V	475020	476228	+	1209	727	1015	817	2560	1492
YER032W	V	215063	217693	+	2631	1255	1321	1126	2992	1644
YER180C-A	V	550865	551122	-	258	131	241	170	380	258
YEL071W	V	16355	17845	+	1491	24847	30212	22170	60606	30199
tK(CUU)E2	V	435752	435824	-	73	0	0	1	0	0
YEL057C	V	45020	45721	-	702	59	51	45	96	52
YEL069C	V	21537	23231	-	1695	3	4	6	15	2
YEL043W	V	70478	73348	+	2871	2453	2997	2253	4119	2058
YER096W	V	351698	353236	+	1539	94	53	53	303	126
YER017C	V	189503	191788	-	2286	1278	1815	1156	4435	1799
YEL019C	V	120498	121301	-	804	91	169	118	351	208
YER009W	V	172115	172492	+	378	22334	12922	19021	45013	18844
YER104W	V	366802	367428	+	627	148	279	254	435	337
YER067W	V	292066	292551	+	486	5535	16109	3218	91420	31309
SCR1	V	441987	442508	+	522	1018	1184	1430	3913	2390
YER044C-A	V;V	238460;239712	239623;239774	-;-	1227	60	113	60	130	72
YER101C	V	360502	361794	-	1293	382	418	385	1431	785
YER121W	V	402375	402719	+	345	699	499	379	831	429
YER019C-A	V	194273	194539	-	267	18412	12702	19035	26846	14283
tE(UUC)E1	V	177099	177170	+	72	2	7	0	0	9
YEL050C	V	59670	60851	-	1182	923	995	854	2955	1478
YER062C	V	279930	280682	-	753	4929	12511	5488	20081	8014
YER006C-A	V	164344	164661	-	318	7	19	12	26	17
YER016W	V	188277	189311	+	1035	1257	1637	1468	3880	1993
YEL025C	V	102581	106147	-	3567	2218	3090	2385	5250	2654
YER024W	V	202192	204963	+	2772	2439	2787	3495	6509	4221
YER023W	V	201076	201936	+	861	3382	3986	3685	15414	6616
YER079W	V	318920	319552	+	633	1415	2219	1214	9276	3512
YER136W	V	439616	440971	+	1356	3695	4952	3189	12264	5678
YER151C	V	469686	472424	-	2739	1626	2287	1774	6062	2691
YEL029C	V	96858	97796	-	939	2400	2221	3427	3596	2362
YER065C	V	285241	286914	-	1674	627	840	733	2588	1795
YEL050W-A	V	59549	59740	+	192	1	0	0	4	1
YER085C	V	327619	328140	-	522	6	14	15	33	10
YER147C	V	462968	464842	-	1875	419	503	468	961	555
YER064C	V	282705	284222	-	1518	447	613	781	2278	2078
YER119C	V	399496	400842	-	1347	1796	2531	1616	4690	2234
YEL020C-B	V	117183	117380	-	198	12	6	13	45	25
YER068W	V	293050	294813	+	1764	933	1300	1025	4021	1761
YER158C	V	488857	490578	-	1722	911	1372	761	2401	1092
YER138W-A	V	449474	449578	+	105	8052	9164	9817	5291	6814
YER130C	V	421115	422446	-	1332	2661	4480	3921	4333	2253
YEL015W	V	126629	128284	+	1656	1368	1761	1600	5392	2698
tK(CUU)E1	V	135425	135497	-	73	32	8	39	15	26
YER153C	V	474041	474805	-	765	87	166	139	331	157
YER137W-A	V	441575	441880	+	306	0	0	2	2	0
YER113C	V	387932	390052	-	2121	1776	1841	1596	2718	1693
YEL030W	V	94644	96578	+	1935	317	537	355	989	523
YER083C	V	326174	327031	-	858	1224	1605	1154	3742	2062
YER167W	V	518216	520771	+	2556	1244	2013	1578	3294	1769
YEL032C-A	V	87040	87201	-	162	0	0	0	0	0
YEL073C	V	7230	7553	-	324	452	683	289	2305	945
tV(AAC)E1	V	438700	438773	+	74	0	2	0	0	2
YER005W	V	160550	162442	+	1893	1028	1410	1263	2889	1570
YER102W	V	363100	363702	+	603	11392	11402	15587	29195	16454
YER046W	V	243180	243611	+	432	1506	926	910	3025	1005
YER023C-A	V	201522	201734	-	213	40	53	36	116	47
YEL031W	V	90258	93905	+	3648	8130	10461	7394	14910	7534
YER075C	V	308413	311199	-	2787	574	1447	863	1548	725
YER073W	V	304030	305592	+	1563	7965	7759	12542	18904	13719
YEL027W	V	100769	101251	+	483	17249	22917	18679	41852	23916
YEL024W	V	107260	107907	+	648	1723	1537	1397	6032	2508
YER049W	V	251728	253662	+	1935	1301	1625	1819	3405	1970
YER175W-A	V	540650	540814	+	165	140	139	135	267	202
YEL037C	V	81407	82603	-	1197	1432	2148	1658	7477	3361
YER134C	V	437267	437803	-	537	1346	2105	1378	4135	2540
YER088C	V	333176	335188	-	2013	2547	3135	2457	12492	4837
YER175C	V	539464	540363	-	900	3876	6535	6538	10210	7423
tG(GCC)E	V	61890	61960	-	71	25	16	24	12	31
YER021W	V	196948	198519	+	1572	3887	6417	3686	15064	6688
YER004W	V	159580	160275	+	696	1484	2052	1576	6203	3138
YER087C-A	V	331817	332368	-	552	51	39	58	100	106
YEL017W	V	123657	124670	+	1014	1108	1271	1302	3433	1873
YER106W	V	372326	373234	+	909	43	36	48	57	31
YER066C-A	V	291703	292203	-	501	28	28	18	47	24
YER117W	V;V	396769;397282	396810;397653	+;+	414	110911	66225	143596	134943	69833
YER145C-A	V	462386	462823	-	438	2	1	1	7	2
YER076W-A	V	313390	313737	+	348	197	219	185	295	163
YER187W	V	566230	566655	+	426	146	419	325	365	406
snR14	V	167427	167586	-	160	99	78	105	87	75
YER046W-A	V	243700	244029	+	330	7	7	10	31	4
YER168C	V	521029	522669	-	1641	2302	2189	2249	3819	2459
YER124C	V	407342	409063	-	1722	4758	7132	4637	13631	9480
SRG1	V	322212	322762	+	551	2407	1891	2379	2853	2044
YER095W	V	349980	351182	+	1203	701	732	550	3682	1665
YEL028W	V	98668	99129	+	462	82	151	221	245	206
YER045C	V	240032	241501	-	1470	572	981	485	2031	678
YER088W-B	V	335927	336073	+	147	1	1	6	27	7
YER086W	V	328477	330207	+	1731	3471	4329	5412	11598	6970
YER188C-A	V	569608	569907	-	300	14	17	8	34	20
YER148W	V	465303	466025	+	723	3060	3444	3159	7755	3679
YEL022W	V	111421	115800	+	4380	2154	2006	1761	4429	2244
YEL001C	V	150301	150978	-	678	5985	7014	5707	10310	5213
YER056C	V	266512	268113	-	1602	9227	10591	12760	14614	11977
YER087C-B	V	332582	332830	-	249	2988	3787	3237	9064	5670
YEL013W	V	128825	130561	+	1737	4023	4548	3126	7209	3498
YER074W	V;V	306323;306792	306325;307196	+;+	408	22434	23440	28156	56185	37585
tE(UUC)E3	V	487331	487402	-	72	0	1	7	4	5
YER133W-A	V	437191	437532	+	342	14	24	8	6	6
YER119C-A	V	400867	401238	-	372	1	2	0	4	1
YEL063C	V	31694	33466	-	1773	7626	6469	5868	14500	7351
YEL051W	V	58378	59148	+	771	13554	11803	11823	28405	11739
YER190C-B	V	575680	576162	-	483	0	0	0	0	0
YEL061C	V	36535	39537	-	3003	3136	2697	2681	5582	3194
YER059W	V	272624	273886	+	1263	1795	3038	2190	5887	3377
YER091C-A	V	342390	342611	-	222	60	47	55	22	35
YER140W	V	451565	453235	+	1671	813	1167	992	1765	995
YEL056W	V	47168	48373	+	1206	1119	1443	1216	3326	1961
YER084W-A	V	327598	328110	+	513	2	5	0	7	6
YER036C	V	223367	225199	-	1833	4235	5357	5392	14799	8273
YEL009C	V	138918	139763	-	846	21055	27197	27025	62157	33555
YER079C-A	V	319902	320240	-	339	2	0	0	1	2
YEL053W-A	V	52908	53255	+	348	10	15	5	61	8
tM(CAU)E	V	100133	100204	+	72	26	46	62	23	19
YEL030C-A	V	94583	94897	-	315	4	0	4	16	4
YEL014C	V	128303	128608	-	306	0	0	0	4	7
YER156C	V	483325	484341	-	1017	702	1035	1040	3078	2139
YER162C	V	500630	502894	-	2265	818	1116	687	2706	1186
YER090W	V	337949	339472	+	1524	4342	5540	5436	13317	7394
YER074W-A	V;V;V	307653;307849;308068	307746;307956;308123	+;+;+	258	21188	17823	20410	20232	14261
YER041W	V	232461	234740	+	2280	504	890	690	1540	893
YER165C-A	V	512627	512983	-	357	1	0	0	0	0
YER097W	V	355140	355469	+	330	24	37	30	84	88
YER112W	V	387232	387795	+	564	2574	3168	2449	6231	3258
YER090C-A	V	338322	338411	-	90	0	0	4	4	0
YER067C-A	V	292240	292563	-	324	13	11	8	31	50
snR67	V	61352	61433	+	82	563	396	612	359	548
tH(GUG)E1	V	207357	207428	+	72	36	21	16	13	14
YER174C	V	538434	539168	-	735	2453	1871	2420	4232	2571
YER107W-A	V	374394	374714	+	321	2	0	0	0	2
YER026C	V	207644	208474	-	831	6794	4686	3554	22580	9959
YER099C	V	358105	359061	-	957	791	902	848	2587	1701
YEL048C	V	64709	65167	-	459	399	332	543	621	482
YEL070W	V	19589	21097	+	1509	14	1	15	69	17
YER025W	V	205251	206834	+	1584	2870	2897	2921	7159	4422
YEL075W-A	V	4870	5481	+	612	0	2	3	12	6
YER126C	V	413394	414179	-	786	3198	1946	3996	3693	2452
tI(AAU)E1	V	443202	443275	-	74	2	0	0	0	1
YER182W	V	552525	553259	+	735	1210	1077	1026	4098	2171
YER165W	V	510373	512106	+	1734	5825	8041	8708	25378	14365
YEL058W	V	43252	44925	+	1674	1986	2493	2458	6107	2943
YER060W-A	V	276572	278164	+	1593	24	13	23	78	15
YER184C	V	556296	558680	-	2385	431	660	663	1051	697
YEL012W	V;V	131772;131900	131776;132551	+;+	657	2480	3666	1972	8008	4443
YEL020W-A	V	117211	117474	+	264	14366	8642	12076	18416	10001
YER077C	V	314534	316600	-	2067	657	981	618	1732	867
YER039C	V	228456	229205	-	750	429	457	447	1245	566
YER042W	V	234937	235491	+	555	4159	2250	2212	9797	3502
YER019W	V	192797	194230	+	1434	602	778	836	2786	1105
YER039C-A	V	229263	229481	-	219	164	131	153	340	176
YER058W	V	271768	272091	+	324	646	929	540	2223	1106
YER110C	V	378762	382103	-	3342	1898	1299	2102	4538	2833
YER135C	V	437952	438344	-	393	8	26	15	56	36
YEL023C	V	108504	110552	-	2049	760	1179	871	1519	939
YEL077C	V	264	4097	-	3834	383	494	479	1437	600
tI(AAU)E2	V	551285	551358	-	74	0	0	0	5	0
YER001W	V	153520	155808	+	2289	2862	2591	2001	3678	2227
YEL020C	V	118617	120299	-	1683	271	488	370	1348	591
YEL044W	V	69757	70257	+	501	8622	7910	11651	11206	7151
YER180C	V	549724	550527	-	804	532	729	566	1364	675
YER087W	V	330576	332306	+	1731	776	931	745	2489	1463
YER055C	V	264892	265785	-	894	19767	15408	22513	44954	24622
tR(ACG)E	V	492352	492424	-	73	6	0	12	0	6
YER091C	V	339864	342167	-	2304	21638	17665	8803	99472	27714
YER138C	V	443756	449024	-	5269	29	21	37	289	65
YER137C-A	V	447702	449024	-	1323	0	0	0	0	0
YER159C-A	V	496802	498124	-	1323	0	0	0	0	0
YER160C	V	492856	498124	-	5269	33	89	65	234	58
YHR094C	VIII	290913	292625	-	1713	33678	72962	52277	82472	55752
YHL031C	VIII	38815	39486	-	672	780	1162	734	4494	2038
YHL002W	VIII	102612	103970	+	1359	1115	1894	1376	5336	2447
YHR219C-A	VIII	561199	561681	-	483	0	0	0	0	0
YHR045W	VIII	195551	197233	+	1683	2825	3322	2971	4403	3034
YHR084W	VIII	274174	276240	+	2067	1352	1477	1211	2912	1337
YHR126C	VIII	359702	360181	-	480	17	10	15	7	6
tS(AGA)H	VIII	133026	133107	-	82	47	43	45	16	28
YHR125W	VIII	358858	359163	+	306	2	4	4	6	0
YHR206W	VIII	512732	514600	+	1869	894	1379	1187	2266	1271
YHR097C	VIII;VIII	297385;298485	298360;298609	-;-	1101	1562	1515	814	5539	3002
YHR005C-A	VIII	115620	115901	-	282	11498	7850	10440	15322	9055
YHR193C-A	VIII	488653	489027	-	375	1	7	12	26	5
YHR007C	VIII	120091	121683	-	1593	15364	12982	9409	23788	7962
YHR214C-D	VIII	550648	550941	-	294	0	0	0	0	0
YHR212W-A	VIII	538742	538945	+	204	0	0	0	0	0
YHR184W	VIII	472744	474459	+	1716	323	234	345	338	177
YHR132C	VIII	368502	369794	-	1293	4219	5824	4101	10775	5610
YHR182C-A	VIII	470939	471412	-	474	2	6	2	0	0
YHR025W	VIII	159438	160511	+	1074	2336	2885	3404	12478	6542
YHR055C	VIII	214533	214718	-	186	32914	35417	34720	56985	18816
YHR073W	VIII	242582	245572	+	2991	2007	2855	2016	5889	2975
YHL015W-A	VIII	74699	74782	+	84	2	3	0	7	11
YHR064C	VIII	225525	227141	-	1617	7344	7339	9884	24327	14063
YHL041W	VIII	17392	17841	+	450	3	8	6	19	2
YHR143W	VIII	385510	386487	+	978	7805	10374	8184	13549	10146
YHR052W-A	VIII	212510	212704	+	195	0	0	0	0	0
YHL047C	VIII	8351	10213	-	1863	3869	3944	2561	2826	1648
YHR175W-A	VIII	453558	453707	+	150	182	230	136	486	263
YHR003C	VIII	110028	111317	-	1290	1226	1570	1440	3187	1856
YHL032C	VIII	36379	38508	-	2130	1258	1696	1262	5840	2875
YHR154W	VIII	402966	406178	+	3213	1108	902	912	2333	1438
YHR031C	VIII	170799	172970	-	2172	666	826	827	2028	1178
YHL042W	VIII	15667	16119	+	453	79	115	83	238	113
YHR022C-A	VIII	151217	151306	-	90	20	9	40	35	45
YHR180C-B	VIII	466958	467062	-	105	22	33	21	16	10
YHR106W	VIII	325598	326626	+	1029	748	948	679	2567	1169
YHR186C	VIII	475999	480672	-	4674	858	1500	1081	2399	1269
YHL029C	VIII	45929	47968	-	2040	1115	1427	1312	2197	1316
YHR048W	VIII	204607	206151	+	1545	104	127	153	267	115
